"Dataset_ID","slice","TJJA","tree_uni","tree_tip","tree_uni_scatter5","tree_tip_scatter5","tree_uni_scatter10","tree_tip_scatter10","tree_uni_scatter15","tree_tip_scatter15","Longitude","Latitude"
16,1500,16.966667175293,62.055016837367,80.7786755342767,58.3673094547663,84.2565328642718,76.4925377453732,76.4286691756249,39.2173767751106,83.9454266796752,8.729075,53.694
16,500,17.75,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4300,17.5500011444092,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1400,17.0833339691162,62.4887515198645,80.7786755342767,69.1811519837735,79.8765083951204,53.5396252953937,74.7456526075298,64.9774694960071,88.8105777216589,8.729075,53.694
16,1900,17.4166679382324,62.7271970108545,80.7786755342767,64.9962274538961,78.4797238642758,79.7377220480745,77.3438902209808,59.13430972484,90.7628382890808,8.729075,53.694
16,800,16.9499988555908,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,400,16.7333335876465,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1000,17.283332824707,63.895345299706,80.7786755342767,57.4246043581166,81.3454200831133,67.6756293925875,87.7840254740939,54.211124418105,85.7964375868276,8.729075,53.694
16,4500,17.9333343505859,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4200,17.75,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1200,17.3166656494141,63.3763258259255,80.7786755342767,64.3453515638524,80.6831121121767,72.3065822214413,73.9645886775353,72.8760779533037,71.9796528643994,8.729075,53.694
16,2800,17.7666664123535,60.2763928028237,80.7786755342767,65.9682956585884,81.388082152985,53.6057375114306,67.4566658136516,30.7016677930509,87.8466364675574,8.729075,53.694
16,3300,17.9166660308838,59.7158350769669,80.7786755342767,58.5077811204811,91.8450307727215,51.2705391614591,61.6957508154094,67.2171827821248,81.1364836668031,8.729075,53.694
16,2100,16.6666660308838,64.1597275961801,80.7786755342767,73.3184076994058,81.8747651848347,69.9739818750368,92.5585142907786,35.5985370782086,79.6424836988969,8.729075,53.694
16,300,16.5333347320557,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1800,17.8833332061768,62.1077969808072,80.7786755342767,62.4238391287137,71.5967309595277,49.8207089934498,78.1700027771093,67.2962245030175,100,8.729075,53.694
16,2200,16.9666652679443,64.5644969771656,80.7786755342767,60.4073555066482,88.6828128178343,68.7940318114396,79.5213509340272,71.4700425312581,83.220892930002,8.729075,53.694
16,1100,17.4500007629395,63.7019560767008,80.7786755342767,55.1322471370276,67.5619285141953,78.6265092620384,62.6209991059984,66.6190600987383,98.2499951889003,8.729075,53.694
16,2000,17.25,63.4811530641477,80.7786755342767,75.4702986839661,81.9508131908198,57.4286050738986,79.6002251496853,75.3517838879304,85.2893272110747,8.729075,53.694
16,2400,17.3999996185303,64.121657988993,80.7786755342767,69.2541095618083,82.1083953658154,62.4747108027386,70.2923065158705,57.2539461102434,80.9336353165764,8.729075,53.694
16,2500,17.2999992370605,63.3172579643736,80.7786755342767,69.1744765166824,82.8631403391113,62.9071546184967,83.6496275919852,55.6461788351912,78.4751053351456,8.729075,53.694
16,1300,17.6000003814697,62.9599360037972,80.7786755342767,60.5376371805957,82.1446436133235,62.98333838815,83.8610065152368,68.5326820280443,92.2266843968595,8.729075,53.694
16,4100,17.6666660308838,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1700,17.7666683197021,61.7777841534983,80.7786755342767,66.972687464078,81.1685302319959,70.7142265889815,73.3545914075129,61.7316074990766,85.4591647561915,8.729075,53.694
16,3100,17.9166679382324,59.1451148566429,80.7786755342767,51.274994344719,81.6125576510107,55.3947970914089,90.4461168198801,85.1435750010426,88.1561114096097,8.729075,53.694
16,100,16.6333332061768,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4000,18.1666660308838,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,600,17.1833324432373,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3600,17.7666664123535,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,900,17.2333335876465,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,2700,17.783332824707,61.2308789074612,80.7786755342767,62.1017232609814,77.8278911972394,48.1762319968385,91.1854010475231,67.2706776807265,95.9420865129039,8.729075,53.694
16,2300,17.2666664123535,64.5622483712616,80.7786755342767,68.1765497732773,85.8326147150666,53.9040306325142,83.4943526204237,66.7897392822782,43.2933732747532,8.729075,53.694
16,3800,17.9333324432373,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3000,18.3999996185303,59.1869527899239,80.7786755342767,64.6911304099363,72.7924897196172,63.1410126067179,83.2170614512134,77.9564965193995,83.1975059566158,8.729075,53.694
16,1600,18.0833339691162,61.7803548812649,80.7786755342767,61.692493518504,80.0342998975796,75.6386810488726,82.5379934201571,62.1414707183561,66.8328357898936,8.729075,53.694
16,2900,18.033332824707,59.5675976758376,80.7786755342767,59.9924033953117,83.2536834174767,59.1072619931477,81.321405864746,76.2454144129947,62.8248580707048,8.729075,53.694
16,3400,17.7666664123535,60.0227641115191,80.7786755342767,52.3400333320172,78.4442213227453,60.463452594437,89.4123320573973,48.7484961677895,88.8530414970734,8.729075,53.694
16,3500,17.8833332061768,60.1616189458413,80.7786755342767,62.726586310955,78.4659685917099,67.0494339254488,76.6282007419415,54.0492620046292,71.6166830241771,8.729075,53.694
16,3900,17.9166660308838,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
3874,10400,18.8833332061768,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3874,9600,19.1833324432373,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,3500,17.716667175293,59.7447182876204,80.7786755342767,59.2523643528776,73.1665675333234,73.9615851168174,63.1103188116278,72.3452747127393,82.2910049589467,7.575,46.725
3875,10800,19.1666660308838,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,5600,18.8500003814697,51.8633543684223,80.7786755342767,42.4484412928106,79.6753840628631,53.2970439682371,86.9319578721577,87.2951064821446,74.5713982125553,7.575,46.725
3875,2300,17.6166667938232,61.3949432824435,80.7786755342767,54.4227481253849,87.690468035582,65.2627426536203,78.9873547678916,69.2642891899801,94.5141863930634,7.575,46.725
3875,2800,17.8000011444092,59.9892844847693,80.7786755342767,56.4384679685101,84.2819969737441,62.2010456109273,67.3452688496946,31.9181204837492,70.0449394622432,7.575,46.725
3875,6300,19.033332824707,50.1675147540218,80.7786755342767,50.4688704662777,75.708746066239,43.6791628896625,97.9754559656191,27.2259032520981,88.2800094301588,7.575,46.725
3875,4000,18.1166667938232,58.5866388391414,80.7786755342767,52.5380905501199,79.5883393905561,51.9708839599008,100,74.6158223206262,92.0760561224034,7.575,46.725
3875,8300,19.6833324432373,46.9765750569905,80.7786755342767,47.5534602837524,81.0637261056575,44.9202763871369,80.8969168361554,37.5132466580792,75.0296369646902,7.575,46.725
3875,3200,18.0833339691162,59.5722814034479,80.7786755342767,57.7371627049642,88.7466952256482,67.5547250207926,76.6059400644692,57.4258523876686,79.9191479733481,7.575,46.725
3875,4400,18.6499996185303,55.9501815250772,80.7786755342767,52.6809532286736,73.9382837534713,61.476289479738,83.549607447438,54.6128166027178,82.5293352103437,7.575,46.725
3875,10200,19.3833332061768,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,600,17.5499992370605,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,400,17.4166660308838,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,1500,17.2999992370605,62.2100990062737,80.7786755342767,62.9942884040988,89.3232033038991,66.3990903581025,79.7873452345769,51.156038234048,82.1915669668646,7.575,46.725
3875,1300,17.6333332061768,62.0308671719405,80.7786755342767,59.3515659886248,81.7201072423911,54.1649214001979,75.688211056597,76.1051376846467,74.2736666613984,7.575,46.725
3875,6800,19.2999992370605,47.7054261125236,80.7786755342767,44.0290223340517,76.3154122559122,35.3528507019837,100,37.8120662537526,71.8666155852245,7.575,46.725
3875,2500,17.8333339691162,60.9014727806827,80.7786755342767,65.7639052424219,73.5578343822671,79.9877758451441,64.5632615443141,82.6285315928176,100,7.575,46.725
3875,1900,17.716667175293,61.8078733724811,80.7786755342767,66.3434693591225,83.5131544716998,60.5422946569277,77.347958067945,54.3795738517116,76.2037244301298,7.575,46.725
3875,9700,19.6000003814697,45.5835640744477,80.7786755342767,48.3104343557122,77.2048476785164,39.5428456808656,68.0959740895083,42.3044532268286,90.8162928622068,7.575,46.725
3875,7900,19.716667175293,45.498869372029,80.7786755342767,46.8404182538208,81.2777345229467,59.8455588944969,80.3678185039594,54.3236274341695,100,7.575,46.725
3875,5200,18.7333335876465,52.8692889202067,80.7786755342767,50.1343183637025,84.941631438455,43.8860940144521,86.7032185147936,35.2989121508742,71.1568553559255,7.575,46.725
3875,7500,19.5166664123535,45.4679977570226,80.7786755342767,43.5544862225519,81.5647067440546,49.7840552219692,98.384301933119,39.6515632444684,78.5697080289303,7.575,46.725
3875,6000,19.2666664123535,50.908659347306,80.7786755342767,52.126722876172,83.3361119245342,48.5226286925115,87.0065123819211,54.6698465696013,81.0758232608543,7.575,46.725
3875,9300,20.8166675567627,42.5211197035963,80.7786755342767,37.2731292928327,86.6297634964037,48.2371982498299,100,27.5054011903099,78.7964962502918,7.575,46.725
3875,4700,18.9166660308838,54.4571196759304,80.7786755342767,56.4404404152788,89.7618252050414,46.9061023409854,83.7598571846755,43.7516150630997,75.5808514089924,7.575,46.725
3875,7200,19.3500003814697,46.2123694531867,80.7786755342767,43.4040961515436,72.5709281978287,40.966519484683,75.629226004575,27.1525753326008,91.5555692438318,7.575,46.725
3875,900,17.6833324432373,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,5800,18.5,51.5437377827994,80.7786755342767,52.9491131348258,79.3184226451277,50.5906969211895,87.1543732128681,17.8041028252425,66.7573563015164,7.575,46.725
3875,8800,19.2333335876465,47.43550310509,80.7786755342767,45.5019863513656,84.9391614555173,73.4097432292435,79.4397514558139,46.7638132251836,79.373207162375,7.575,46.725
3892,3500,15.1833333969116,70.5656962580551,80.7786755342767,69.9233152355063,76.1552096203022,77.4573074962936,78.144069518167,63.2092686093765,81.0087713740601,6.994444,48.01333
3892,2900,15.6000003814697,70.5153002030544,80.7786755342767,78.7142125261569,78.703379734212,73.2765443270531,87.2220518467471,48.0518604261849,64.6443259272596,6.994444,48.01333
3892,1900,14.6166667938232,70.4503149927562,80.7786755342767,71.3436226275482,83.800344665895,88.9183608057033,71.7752879868518,74.5240260692951,76.1153114472737,6.994444,48.01333
3892,2400,15.0500001907349,70.6360316456597,80.7786755342767,69.0368567719277,84.5268380054934,75.9438561373789,75.4683209704779,66.6605106970373,90.2185361383337,6.994444,48.01333
3892,7100,17.1333332061768,64.762899526219,80.7786755342767,68.1414511037691,81.1506941530447,74.245120365368,69.5364740639496,82.4351467749373,80.8738666898322,6.994444,48.01333
3892,3600,15.4499998092651,70.570745905433,80.7786755342767,65.7446086363272,79.6625086306597,66.9817313164906,74.8681064742838,56.5469906040308,59.4680620112954,6.994444,48.01333
3892,4200,15.5666666030884,70.2867946340004,80.7786755342767,63.2061113318509,86.963551450469,89.2053574178857,80.6689579604327,71.4069005403763,61.409548378266,6.994444,48.01333
3892,3700,15.2333335876465,70.5660624748992,80.7786755342767,69.0609657263409,83.9117185733302,64.4147336545759,75.4404013030437,69.7593168160843,70.6951837651487,6.994444,48.01333
3892,5000,16.033332824707,68.8446768747923,80.7786755342767,63.7708796955737,81.8722210416695,74.3581970188999,89.4128815823468,77.7308606223032,98.0702426908451,6.994444,48.01333
3892,4000,15.466667175293,70.4764996781644,80.7786755342767,72.0207085705354,87.0954339203729,69.0210749891076,69.1781088147358,64.3723103326264,84.7840155916396,6.994444,48.01333
3892,6800,16.6333332061768,66.0331653240007,80.7786755342767,71.015701708192,81.8702908409445,68.2674130469383,60.3448397346692,85.4330090454238,100,6.994444,48.01333
3892,6100,17.0833339691162,66.76368710929,80.7786755342767,72.9099782029503,80.7060509547057,73.4736237838021,89.7480966806163,91.629035394106,84.1822261524388,6.994444,48.01333
3892,10000,16.283332824707,66.0718669371277,80.8764473122702,61.3110762955964,82.7011450093231,78.5385954266121,76.5583055075955,50.1264052132429,91.3889334606898,6.994444,48.01333
3892,3000,15.3666667938232,70.4966710173166,80.7786755342767,72.7898945214193,79.6368455946242,75.0103441572923,86.0801924499704,67.7623914959327,64.4899788699193,6.994444,48.01333
3892,1800,14.5833330154419,70.4090349717918,80.7786755342767,72.4910571661666,92.1667151756476,62.1872978202251,80.0373178325537,64.5813849162238,76.3622774160824,6.994444,48.01333
3892,8900,16.8833332061768,64.6878562839707,80.7786755342767,62.3934379008461,67.5342694346617,58.6927082899717,98.2459601615972,59.696056693402,93.4242312968956,6.994444,48.01333
3892,3300,15.2666673660278,70.532180121706,80.7786755342767,67.0485392813618,89.1597322551761,65.7051919615315,78.9977118079811,53.9784240895878,58.9887596707795,6.994444,48.01333
3892,7300,17.3500003814697,64.2016987438684,80.7786755342767,62.8477104014327,76.902699454113,69.3883611878895,82.0127961147378,83.9882618925391,60.0511654942088,6.994444,48.01333
